Time (days since 0000-01-01 00:00:00),Longwave (W/m^2),Shortwave (W/m^2),Latent (W/m^2),Sensible (W/m^2),Wind Stress u (N/m^2),Wind Stress v (N/m^2),Wind Speed 10m u (m/s),Wind Speed 10m v (m/s),Precipitation (kg/m^2/s)
733781.7917,-122.1,26.9,-156.5070556,-175.6558611,0.1,-0.2,5.6,-9.3,0
733781.8333,-124.7,0.3,-161.9608056,-181.3918889,0.1,-0.3,5.5,-9.7,0
733781.875,-117.5,0,-167.99025,-187.8328056,0.1,-0.3,5.6,-10.2,0
733781.9167,-115.6,0,-174.5605278,-196.0162778,0.2,-0.3,6.5,-9,0
733781.9583,-112.6,0,-181.6545556,-204.1062222,0.2,-0.3,7,-9.2,0
733782,-112.1,0,-188.8305556,-211.34375,0.2,-0.3,7.5,-9.4,0
733782.0417,-111.5,0,-195.3292222,-216.1744722,0.2,-0.3,7.9,-9.6,0
733782.0833,-104.1,0,-198.0881667,-216.0643889,0.2,-0.3,8,-9.5,0
733782.125,-98.4,0,-196.8010556,-210.5309167,0.2,-0.3,8.1,-9.2,0
733782.1667,-88.6,0,-193.2598056,-204.129,0.2,-0.3,8.3,-8.7,0
733782.2083,-87.6,0,-191.0742778,-201.1924444,0.2,-0.2,8.7,-8.3,0
733782.25,-87,0,-190.5624167,-200.4278333,0.3,-0.2,9,-8,0
733782.2917,-86.5,0,-202.2017778,-214.2364167,0.3,-0.2,9.6,-7.7,0
733782.3333,-83.7,0,-208.3135833,-221.9655,0.3,-0.2,10.2,-7.5,0
733782.375,-83.2,0,-216.2622222,-231.4460556,0.4,-0.3,10.7,-7.7,0
733782.4167,-86.9,0,-224.8203056,-242.4035,0.4,-0.3,11,-8,0
733782.4583,-83.9,0,-231.5129722,-251.00775,0.4,-0.3,10.9,-8.6,0
733782.5,-86.1,0,-231.9814722,-252.80725,0.4,-0.4,10.5,-8.9,0
733782.5417,-84.4,6.5,-226.1500833,-247.0706944,0.4,-0.4,10.1,-9.1,0
733782.5833,-86.6,39.1,-217.7648333,-234.9821389,0.3,-0.3,9.5,-9.2,0
733782.625,-81.9,62.9,-206.1959444,-216.5947222,0.3,-0.3,9,-9.2,0
733782.6667,-78.7,66.5,-196.5970556,-199.9660833,0.2,-0.3,8.8,-8.9,0
733782.7083,-70.4,51.7,-189.3190556,-187.4228611,0.2,-0.2,8.7,-8.6,0
733782.75,-69.3,33.6,-182.94725,-178.4051111,0.2,-0.2,8.5,-8.4,0
733782.7917,-63.8,12.3,-181.76325,-181.2115833,0.2,-0.2,8,-8.4,0
733782.8333,-63.7,0.2,-173.2563611,-170.496,0.2,-0.2,7.6,-8.2,0
733782.875,-62.4,0,-163.7735556,-160.0046667,0.2,-0.2,7.4,-7.8,0
733782.9167,-61.9,0,-155.25925,-150.2272222,0.2,-0.2,7.2,-6.8,0
733782.9583,-60.1,0,-145.8024167,-138.7175278,0.1,-0.2,6.5,-6.5,0
733783,-59.4,0,-134.0832778,-124.88725,0.1,-0.1,6,-6.2,0
733783.0417,-59.5,0,-119.8785556,-109.9407222,0.1,-0.1,4.9,-5.9,0
733783.0833,-58.1,0,-103.9786944,-94.89141667,0.1,-0.1,3.7,-5.3,0
733783.125,-57.6,0,-88.25725,-79.74725,0,-0.1,2.8,-4.4,0
733783.1667,-57.6,0,-73.70383333,-65.11522222,0,0,1.4,-3.8,0
733783.2083,-55.9,0,-62.27922222,-53.66844444,0,0,0.5,-2.9,0
733783.25,-55.9,0,-51.73780556,-43.54530556,0,0,-0.4,-1.6,0
733783.2917,-53.4,0,-42.33288889,-34.95836111,0,0,-1.4,-0.7,0
733783.3333,-47.4,0,-40.114,-30.905,0,0,-2.9,-0.5,0
733783.375,-51.7,0,-48.70880556,-36.13425,0,0,-4.2,0.1,0
733783.4167,-49.9,0,-56.73013889,-40.62197222,0,0,-5.7,0.9,0
733783.4583,-47,0,-65.60016667,-45.30680556,-0.1,0,-6.8,1.4,0
733783.5,-45.6,0,-74.76655556,-49.77936111,-0.1,0,-7.3,2.2,0
733783.5417,-43.8,3.4,-80.25075,-51.31963889,-0.1,0,-7.4,2.7,0
733783.5833,-42.9,18.7,-81.22294444,-50.00522222,-0.1,0.1,-7.6,3,0
733783.625,-42.8,29,-79.42172222,-49.22652778,-0.1,0.1,-8.2,2.7,0
733783.6667,-43.8,36.9,-79.88611111,-52.02838889,-0.2,0,-9.2,2,0
733783.7083,-42.2,33.3,-84.21855556,-56.22247222,-0.2,0,-10.2,1.3,0
733783.75,-41.8,27.6,-90.51694444,-60.56813889,-0.3,0,-10.9,0.4,0
733783.7917,-43.4,12.2,-96.13244444,-58.01272222,-0.3,0,-11.4,-0.3,0
733783.8333,-39,0.2,-97.41436111,-55.60808333,-0.4,0,-11.7,-0.9,0
733783.875,-37.4,0,-95.05822222,-53.03616667,-0.4,0,-11.8,-1.5,0
733783.9167,-36.9,0,-89.37669444,-50.64452778,-0.4,-0.1,-12.1,-3.5,0
733783.9583,-34.2,0,-83.59094444,-47.43463889,-0.4,-0.1,-12,-4.1,0
733784,-34.4,0,-78.70952778,-42.68797222,-0.4,-0.1,-11.5,-4.5,0
733784.0417,-34.2,0,-74.2465,-38.69533333,-0.3,-0.1,-11.3,-5.3,0
733784.0833,-35.5,0,-70.07466667,-34.89247222,-0.3,-0.2,-10.6,-6.4,0
733784.125,-34.8,0,-64.63797222,-31.44913889,-0.3,-0.2,-9.7,-7.5,0
733784.1667,-37.8,0,-58.20977778,-29.28986111,-0.2,-0.2,-9,-8.5,0
733784.2083,-36.3,0,-52.46483333,-27.31958333,-0.2,-0.3,-8.3,-9.4,0
733784.25,-37.4,0,-48.91688889,-24.90436111,-0.2,-0.3,-7.8,-10.2,0
733784.2917,-29.7,0,-56.34325,-33.89880556,-0.2,-0.3,-7.4,-10.6,0
733784.3333,-34.8,0,-57.02427778,-30.49397222,-0.2,-0.3,-7,-10.4,0
733784.375,-31,0,-52.66622222,-25.07219444,-0.2,-0.3,-7.4,-9.9,0
733784.4167,-32.2,0,-46.10561111,-21.73566667,-0.2,-0.2,-7.2,-8.9,0
733784.4583,-28.3,0,-42.51316667,-19.14233333,-0.2,-0.2,-8.4,-8.6,0
733784.5,-28.9,0,-40.12736111,-17.52638889,-0.2,-0.2,-9.8,-7.9,0
733784.5417,-25.4,4.1,-41.53205556,-16.12602778,-0.3,-0.2,-10.6,-7.5,0
733784.5833,-24.1,24.6,-41.38961111,-14.80588889,-0.3,-0.2,-11,-7.6,0
733784.625,-24.4,38.5,-42.16894444,-13.99358333,-0.3,-0.2,-10.8,-7.8,0
733784.6667,-24.1,57.2,-42.63297222,-14.20616667,-0.3,-0.2,-10.4,-7.9,0
733784.7083,-27.9,56.9,-41.03277778,-13.30547222,-0.3,-0.2,-9.8,-7.8,0
733784.75,-36.3,45.3,-38.43219444,-12.06233333,-0.2,-0.2,-9.1,-7.6,0
733784.7917,-32.9,18.7,-35.29452778,-10.09475,-0.2,-0.2,-8.3,-7.3,0
733784.8333,-30,0.4,-34.60347222,-9.283277778,-0.2,-0.1,-7.9,-6.9,0
733784.875,-32,0,-35.23738889,-8.844583333,-0.1,-0.1,-7.9,-6.2,0
733784.9167,-42.5,0,-35.82791667,-8.495083333,-0.1,-0.1,-8.7,-5.2,0
733784.9583,-50.8,0,-36.00486111,-6.952638889,-0.1,-0.1,-8.6,-4,0
733785,-51,0,-34.51852778,-4.753777778,-0.1,0,-8.4,-2.6,0
733785.0417,-59.7,0,-31.28961111,-2.611333333,-0.1,0,-7.7,-1.5,0
733785.0833,-64.8,0,-25.47975,-1.112527778,-0.1,0,-6.5,-0.4,0
733785.125,-58.4,0,-18.64277778,-0.691194444,0,0,-5.1,0.4,0
733785.1667,-48.4,0,-14.20386111,-1.305833333,0,0,-4.2,0.7,0
733785.2083,-51.1,0,-12.79397222,-1.899888889,0,0,-3.7,0.9,0
733785.25,-54.6,0,-12.99983333,-2.353472222,0,0,-4.2,0.8,0
733785.2917,-64.1,0,-17.08302778,-1.800111111,0,0,-4.5,1.5,0
733785.3333,-72.6,0,-16.14791667,-0.943611111,0,0,-4.4,2.5,0
733785.375,-67,0,-16.78147222,-1.005166667,0,0,-4.2,3.6,0
733785.4167,-54.1,0,-18.12719444,-1.742888889,0,0,-4.8,3.5,0
733785.4583,-43.5,0,-20.65913889,-2.823888889,0,0,-5.5,4.4,0
733785.5,-41.5,0,-23.17294444,-3.988666667,0,0.1,-5.7,5.1,0
733785.5417,-40.1,5.4,-25.23752778,-5.153972222,-0.1,0.1,-6,5.7,0
733785.5833,-34.1,24.3,-27.10588889,-6.577944444,-0.1,0.1,-6.5,6.2,0
733785.625,-38.8,40.8,-29.11483333,-8.124194444,-0.1,0.1,-6.8,6.2,0
733785.6667,-39.2,44.1,-31.16719444,-10.64758333,-0.1,0.1,-7.3,6.4,0
733785.7083,-33.3,40.2,-33.03297222,-13.06525,-0.1,0.1,-7.9,6.6,0
733785.75,-30.1,24.7,-36.03191667,-15.12908333,-0.2,0.1,-8.4,7,0
733785.7917,-26.9,9.2,-41.26833333,-18.487,-0.2,0.2,-9,7.1,0
733785.8333,-24.3,0.3,-43.87597222,-20.43969444,-0.2,0.2,-9.5,7,0
733785.875,-24.5,0,-44.85966667,-21.93738889,-0.3,0.2,-9.8,7.2,0
733785.9167,-25.2,0,-45.78661111,-22.97258333,-0.3,0.2,-10.1,7.1,0
733785.9583,-26.4,0,-45.32405556,-23.79002778,-0.3,0.2,-9.5,7.3,0
733786,-23.2,0,-45.05961111,-23.97736111,-0.3,0.2,-7.9,7.3,0
733786.0417,-24.9,0,-41.10066667,-25.33736111,-0.2,0.2,-6.2,7,0
733786.0833,-26.1,0,-37.25858333,-25.86877778,-0.1,0.1,-4.5,6.3,0
733786.125,-27.2,0,-33.35677778,-24.94911111,-0.1,0.1,-3.3,5.4,0
733786.1667,-25.8,0,-30.11708333,-23.35405556,-0.1,0.1,-2.5,4.5,0
733786.2083,-25.4,0,-26.72308333,-21.42741667,0,0,-1.9,3.9,0
733786.25,-28.5,0,-22.82686111,-19.37738889,0,0,-1.3,3.1,0
733786.2917,-30.8,0,-22.15288889,-19.04716667,0,0,-1,2.3,0
733786.3333,-32.3,0,-19.694,-17.15738889,0,0,-0.7,1.3,0
733786.375,-32.8,0,-18.31672222,-15.69736111,0,0,-0.5,0.3,0
733786.4167,-33.3,0,-18.43952778,-15.53305556,0,0,-2.1,-1.3,0
733786.4583,-34.9,0,-20.2745,-16.33152778,0,0,-1.6,-1.5,0
733786.5,-36.5,0,-23.15513889,-17.86830556,0,0,-0.7,-2.1,0
733786.5417,-35.1,5.9,-26.39741667,-19.14855556,0,0,0.2,-2.9,0
733786.5833,-38.8,31.7,-28.93494444,-19.45875,0,0,0.6,-3.7,0
733786.625,-39.1,57.5,-30.90902778,-19.04472222,0,0,0.5,-4.4,0
733786.6667,-42.9,73.1,-32.10194444,-18.24111111,0,0,-0.3,-5.1,0
733786.7083,-39.6,67.7,-32.25141667,-17.65844444,0,0,-1.4,-5.7,0
733786.75,-37,43.6,-32.14608333,-17.06033333,0,-0.1,-2.6,-6.2,0
733786.7917,-39.5,20.8,-33.56858333,-17.21052778,-0.1,-0.1,-3.9,-6.6,0
733786.8333,-31.6,0.7,-33.54225,-15.84025,-0.1,-0.1,-5,-6.6,0
733786.875,-33.1,0,-31.66758333,-15.81394444,-0.1,-0.1,-5.9,-7.1,0
733786.9167,-29.4,0,-31.07186111,-16.11247222,-0.1,-0.1,-6.4,-6.9,0
733786.9583,-32.7,0,-31.72952778,-17.29105556,-0.1,-0.2,-7.2,-7.5,0
733787,-33.6,0,-34.12313889,-19.31722222,-0.1,-0.2,-7.7,-8,0
733787.0417,-36.2,0,-37.17625,-22.50486111,-0.2,-0.2,-8.3,-8.3,0
733787.0833,-34.2,0,-41.33102778,-26.51569444,-0.2,-0.3,-8.5,-8.6,0
733787.125,-36.8,0,-47.53219444,-30.77294444,-0.2,-0.3,-8.1,-9.4,0
733787.1667,-42.2,0,-54.72933333,-35.50605556,-0.2,-0.4,-7.5,-10.4,0
733787.2083,-35.1,0,-60.57888889,-39.75544444,-0.2,-0.4,-6.7,-11.3,0
733787.25,-32.9,0,-64.96772222,-43.95469444,-0.1,-0.4,-5.8,-11.9,0
733787.2917,-39.7,0,-68.87508333,-45.0845,-0.1,-0.4,-4.7,-12.5,0
733787.3333,-41,0,-74.05438889,-52.09452778,-0.1,-0.4,-3.5,-13.1,0
733787.375,-39.9,0,-79.13238889,-59.66227778,-0.1,-0.4,-2.3,-13.3,0
733787.4167,-39.7,0,-82.72780556,-64.92705556,-0.1,-0.4,-0.9,-13.6,0
733787.4583,-46.8,0,-86.19488889,-68.95441667,0,-0.4,0.2,-13.2,0
733787.5,-66.3,0,-89.42419444,-71.41219444,0,-0.4,1.1,-12.8,0
733787.5417,-64.3,9.2,-93.76480556,-74.37102778,0,-0.3,1.7,-12.3,0
733787.5833,-82.1,50.2,-97.60427778,-77.14197222,0,-0.3,2.4,-11.6,0
733787.625,-85.3,90.7,-100.4949167,-79.44438889,0.1,-0.3,3.1,-10.9,0
733787.6667,-88.3,107.9,-103.5873611,-82.90427778,0.1,-0.3,4.1,-10.3,0
733787.7083,-91,115.4,-106.8029444,-86.94111111,0.1,-0.2,4.7,-9.8,0
733787.75,-92.3,80.5,-109.3923889,-90.94730556,0.1,-0.2,5.1,-9.5,0
733787.7917,-89.9,33.9,-113.4448056,-93.0865,0.1,-0.2,5.2,-9.3,0
733787.8333,-97.6,1.6,-113.2441389,-95.93419444,0.1,-0.2,5.4,-9.1,0
733787.875,-102.9,0,-113.3135,-98.70025,0.1,-0.2,5.5,-8.9,0
733787.9167,-100.3,0,-114.94225,-102.1053611,0.1,-0.2,6.1,-8.3,0
733787.9583,-99.7,0,-117.0246389,-106.1768889,0.1,-0.2,6.2,-8.3,0
733788,-103.2,0,-119.0576944,-110.8045278,0.1,-0.2,6.4,-8.2,0
733788.0417,-105.3,0,-120.3121667,-114.2584444,0.1,-0.2,6.5,-8,0
733788.0833,-105.1,0,-120.1111389,-115.6525833,0.1,-0.2,6.7,-7.8,0
733788.125,-107.2,0,-119.9939167,-116.3485556,0.1,-0.2,6.9,-7.7,0
733788.1667,-106.1,0,-120.8733889,-117.4978889,0.1,-0.2,7.1,-7.7,0
733788.2083,-111.9,0,-122.1816389,-118.8904167,0.2,-0.2,7.1,-7.6,0
733788.25,-110.5,0,-123.5485278,-120.008,0.2,-0.2,6.9,-7.5,0
733788.2917,-109.9,0,-121.2788333,-116.9309444,0.1,-0.2,6.7,-7.4,0
733788.3333,-111.8,0,-119.2854444,-113.5713889,0.1,-0.2,6.5,-7.2,0
733788.375,-102.7,0,-117.81175,-110.3707222,0.1,-0.1,6.5,-6.9,0
733788.4167,-95.1,0,-116.3996111,-107.27525,0.1,-0.1,6.2,-7.2,0
733788.4583,-93.9,0,-115.8888611,-104.9739167,0.1,-0.1,6,-7.3,0
733788.5,-92.4,0,-115.6147222,-102.6405556,0.1,-0.1,5.7,-7.4,0
733788.5417,-88.6,10.4,-116.1180833,-100.7255833,0.1,-0.1,5.3,-7.8,0
733788.5833,-85.3,47,-117.74275,-98.82036111,0.1,-0.1,5.1,-8,0
733788.625,-76.4,74.8,-121.72875,-96.23594444,0.1,-0.2,4.8,-8.2,0
733788.6667,-71.2,83.9,-125.2091944,-95.96455556,0.1,-0.2,4.6,-8.6,0
733788.7083,-74.3,91.5,-129.3439167,-98.69997222,0.1,-0.2,4.3,-9.4,0
733788.75,-74,64.7,-130.0145556,-99.39136111,0.1,-0.2,3.7,-9.3,0
733788.7917,-69.7,25,-125.6016111,-95.18911111,0.1,-0.2,3.2,-8.7,0
733788.8333,-70.9,1.3,-116.5164722,-86.83997222,0.1,-0.2,2.9,-8.4,0
733788.875,-70.4,0,-114.2066944,-85.96341667,0.1,-0.2,2.6,-9.2,0
733788.9167,-81.7,0,-121.0310278,-92.451,0,-0.2,2.1,-10.4,0
733788.9583,-85.7,0,-127.4889167,-96.42683333,0,-0.2,1.1,-10.5,0
733789,-79.6,0,-124.7329167,-91.22983333,0,-0.2,0.6,-9.7,0
733789.0417,-74.9,0,-119.7906389,-86.53413889,0,-0.2,0.6,-9.7,0
733789.0833,-77,0,-120.6886667,-88.30977778,0,-0.2,0.7,-10.2,0
733789.125,-74.7,0,-126.0148333,-91.94316667,0,-0.2,0.9,-10.6,0
733789.1667,-74.9,0,-130.9466944,-93.99913889,0,-0.2,1,-10.9,0
733789.2083,-61.3,0,-134.6051944,-95.05655556,0,-0.3,1.1,-11.1,0
733789.25,-60,0,-137.4209167,-96.10933333,0,-0.3,1.1,-11.5,0
733789.2917,-62.1,0,-161.1688889,-121.0748889,0,-0.3,1,-11.8,0
733789.3333,-57.5,0,-165.3848889,-124.4881389,0,-0.3,1,-12,0
733789.375,-58,0,-164.9716667,-123.8056944,0,-0.3,1.2,-12,0
733789.4167,-56.7,0,-164.9160278,-121.4815833,0,-0.3,1.4,-12,0
733789.4583,-59.9,0,-163.8199167,-118.7749167,0,-0.3,1.8,-12,0
733789.5,-59.9,0,-162.9015,-117.0578333,0.1,-0.3,2.4,-11.8,0
733789.5417,-54.7,5,-161.7215833,-115.6571944,0.1,-0.3,3,-11.8,0
733789.5833,-59.8,28.7,-159.7864167,-113.6825556,0.1,-0.3,3.7,-11.4,0
733789.625,-64.5,55.8,-158.1450833,-113.0524444,0.1,-0.3,4.4,-11.3,0
733789.6667,-61.9,59.5,-159.9196111,-113.5895556,0.1,-0.3,5.1,-11.1,0
733789.7083,-59.9,48.6,-162.7842778,-116.4377778,0.1,-0.3,5.5,-10.9,0
733789.75,-56.9,33.4,-165.1055556,-119.0503611,0.1,-0.3,5.6,-10.9,0
733789.7917,-57.8,13.9,-170.9558611,-129.8947222,0.2,-0.3,5.6,-10.8,0
733789.8333,-55.3,0.9,-169.3541944,-129.5042778,0.2,-0.3,5.4,-10.7,0
733789.875,-53.8,0,-165.1151944,-126.3589167,0.2,-0.3,5.4,-10.5,0
733789.9167,-53.2,0,-163.7312778,-125.3416389,0.2,-0.3,5.7,-10.3,0
733789.9583,-55,0,-163.1103611,-123.9355833,0.2,-0.3,5.8,-10.2,0
733790,-52.9,0,-161.8910833,-122.7800278,0.2,-0.3,6.2,-10,0
733790.0417,-53.4,0,-160.6818611,-122.5866944,0.2,-0.3,6.3,-9.8,0
733790.0833,-54.4,0,-158.8995278,-122.2383056,0.2,-0.3,6.6,-9.5,0
733790.125,-54.3,0,-159.2548889,-124.3381944,0.2,-0.3,6.9,-9.5,0
733790.1667,-53.9,0,-161.0984167,-127.5036389,0.2,-0.3,7,-9.4,0
733790.2083,-53.7,0,-160.9782222,-128.1556944,0.2,-0.3,7.1,-9.3,0
733790.25,-54.1,0,-158.4926111,-126.3111944,0.2,-0.3,7.1,-9.2,0
733790.2917,-54.9,0,-155.5923333,-125.6789444,0.2,-0.2,7.2,-8.9,0
733790.3333,-56.4,0,-153.4105278,-124.02775,0.2,-0.2,7.3,-8.4,0
733790.375,-53.7,0,-148.6693333,-120.2297778,0.2,-0.2,7.5,-7.8,0
733790.4167,-58.2,0,-144.0597778,-116.5635833,0.2,-0.2,7.8,-6.8,0
733790.4583,-57.2,0,-138.4420556,-112.2173889,0.2,-0.1,7.9,-5.7,0
733790.5,-62.1,0,-131.3936667,-106.6166667,0.2,-0.1,7.9,-4.3,0
733790.5417,-68.8,8.3,-122.9739722,-100.0992778,0.1,-0.1,7.8,-2.4,0
733790.5833,-84.4,46.4,-115.6433056,-95.35666667,0.1,0,8,-0.6,0
733790.625,-82.3,85.8,-113.5493889,-95.71919444,0.1,0,8.6,0.8,0
733790.6667,-91.7,112.7,-115.6225278,-99.57516667,0.1,0,9.1,1.9,0
733790.7083,-98.4,122.8,-121.1419444,-105.3721944,0.2,0,9.6,2.5,0
733790.75,-96.8,88.2,-128.3706111,-110.7063611,0.2,0.1,9.8,2.8,0
733790.7917,-93.1,36.8,-134.8755833,-110.34875,0.2,0.1,9.9,3.3,0
733790.8333,-96.3,3,-135.3207222,-109.1644722,0.3,0.1,10,3.9,0
733790.875,-100.8,0,-134.4056111,-109.3206389,0.3,0.1,10.2,4.6,0
733790.9167,-109.2,0,-135.4802222,-112.19325,0.3,0.1,10.7,5.1,0
733790.9583,-104.8,0,-139.7711111,-118.8749444,0.3,0.2,11.2,5.1,0
733791,-86.7,0,-145.0112222,-126.80575,0.4,0.2,11.7,4.8,0
733791.0417,-77.7,0,-148.3655278,-134.1818056,0.4,0.2,12.1,4.1,0
733791.0833,-58,0,-148.9363889,-139.6911389,0.4,0.1,12.1,3.5,0
733791.125,-56.8,0,-145.7675556,-141.8721111,0.4,0.1,12,2.8,0
733791.1667,-46.8,0,-139.9031389,-140.3754722,0.4,0.1,11.8,2.2,0
733791.2083,-49,0,-135.0198889,-137.6847778,0.3,0,11.8,1.6,0
733791.25,-46.8,0,-132.5376111,-134.2167778,0.3,0,11.5,1,0
733791.2917,-46.4,0,-120.2450278,-119.0129444,0.3,0,11.3,0.5,0
733791.3333,-44.4,0,-116.0635556,-113.0451389,0.3,0,10.9,0.2,0
733791.375,-44.5,0,-112.0679167,-106.9208611,0.2,0,10.4,0.1,0
733791.4167,-42.5,0,-106.3140556,-99.54644444,0.2,0,9.7,-0.1,0
733791.4583,-44.3,0,-98.89252778,-90.92997222,0.2,0,8.8,0.3,0
733791.5,-43.6,0,-92.31038889,-83.71766667,0.1,0,7.9,1,0
733791.5417,-44.8,6.6,-87.8125,-79.05125,0.1,0,7.1,2.3,0
733791.5833,-44.9,25.8,-87.03986111,-78.67086111,0.1,0,7.1,3.5,0
733791.625,-41.6,49,-89.166,-81.12675,0.1,0.1,7.2,4.2,0
733791.6667,-41.6,45.5,-90.19425,-82.15622222,0.1,0.1,7.2,4.8,0
733791.7083,-42,48.6,-88.86075,-80.27486111,0.1,0.1,7,5,0
733791.75,-41.7,43.6,-85.147,-75.68925,0.1,0.1,6.5,5.2,0
733791.7917,-40,19.2,-81.50891667,-71.64075,0.1,0.1,6,5.6,0
733791.8333,-37.8,1.7,-79.81230556,-69.23258333,0.1,0.1,5.5,6.1,0
733791.875,-36.5,0,-79.01813889,-67.21675,0.1,0.1,5.1,6.6,0
733791.9167,-37.8,0,-77.75475,-64.5925,0.1,0.1,4.2,7.5,0
733791.9583,-37.5,0,-76.11561111,-61.70769444,0.1,0.1,3.3,8,0
733792,-35.2,0,-78.03333333,-62.23963889,0.1,0.1,2.9,8.9,0
733792.0417,-35.9,0,-86.76238889,-68.29963889,0.1,0.2,2.9,9.9,0
733792.0833,-37.8,0,-96.25483333,-73.32936111,0.1,0.2,3,10.1,0
733792.125,-42.4,0,-100.0924722,-72.89255556,0.1,0.2,2.6,10.5,0
733792.1667,-43.4,0,-108.1972778,-78.30322222,0.1,0.3,3,11.4,0
733792.2083,-42.4,0,-115.61175,-83.56175,0.1,0.3,2.9,11.4,0
733792.25,-44,0,-114.5824444,-81.94663889,0.1,0.3,2.1,11.5,0
733792.2917,-39.9,0,-113.1450833,-79.11713889,0,0.3,1,11.9,0
733792.3333,-41.1,0,-116.2186111,-79.21230556,0,0.4,0,12.5,0
733792.375,-40.9,0,-119.5628889,-78.00713889,0,0.4,-1.1,12.9,0
733792.4167,-43.8,0,-123.1145556,-77.19836111,-0.1,0.4,-2.2,14,0
733792.4583,-42,0,-129.2096667,-79.36225,-0.1,0.5,-2.1,14.8,0
733792.5,-39.7,0,-125.5726944,-82.41380556,-0.1,0.5,-1.2,14.8,0
733792.5417,-42.7,6.5,-114.0063889,-80.99905556,0,0.5,0,14.3,0
733792.5833,-42.3,33.8,-107.8,-71.44961111,0,0.5,1.1,13.6,0
733792.625,-47.2,62.1,-97.83869444,-63.73816667,0,0.4,2,12.3,0
733792.6667,-44.8,66,-85.79427778,-54.26788889,0,0.3,2.7,10.3,0
733792.7083,-38.8,57.4,-72.30544444,-46.35527778,0,0.2,3.1,8.3,0
733792.75,-44.3,51.9,-59.93494444,-40.94705556,0,0.2,3.4,6.7,0
733792.7917,-49.8,27.6,-51.13058333,-40.06725,0,0.1,3.8,5.9,0
733792.8333,-57,2.9,-52.87211111,-43.52361111,0.1,0.1,4.7,5.8,0
733792.875,-70.7,0,-61.6405,-51.26352778,0.1,0.1,6.3,6,0
733792.9167,-81.2,0,-72.50388889,-59.896,0.1,0.1,8.3,5.9,0
733792.9583,-84.3,0,-80.48108333,-66.62080556,0.2,0.1,9.4,4.6,0
733793,-95.7,0,-84.22077778,-69.48147222,0.2,0.1,9.5,2.7,0
733793.0417,-96.9,0,-86.55061111,-72.87711111,0.2,0,9.5,1.3,0
733793.0833,-90.1,0,-92.52180556,-81.99733333,0.2,0,9.6,0.3,0
733793.125,-93.6,0,-102.321,-94.96083333,0.2,0,9.9,-0.4,0
733793.1667,-81.6,0,-115.7564167,-112.5806944,0.3,-0.1,10.4,-1.3,0
733793.2083,-76.6,0,-129.4451944,-132.3606389,0.3,-0.1,10.8,-2.2,0
733793.25,-81.3,0,-141.1368611,-151.6281389,0.3,-0.1,11,-3.1,0
733793.2917,-72.8,0,-149.1685833,-165.0810278,0.3,-0.1,11.3,-3.8,0
733793.3333,-70.6,0,-161.3398889,-183.6029444,0.4,-0.1,11.8,-4.3,0
733793.375,-71.9,0,-173.6721667,-203.3240278,0.4,-0.1,12.2,-4.5,0
733793.4167,-74.3,0,-184.2161944,-221.4831667,0.4,-0.1,12.2,-3,0
733793.4583,-73.9,0,-187.6561944,-231.5572222,0.4,-0.1,11.8,-2.7,0
733793.5,-77.3,0,-183.4223889,-231.1323611,0.4,-0.1,11.4,-2.2,0
733793.5417,-81.2,12,-175.0041667,-224.7730278,0.3,-0.1,10.9,-1.4,0
733793.5833,-88.6,52.4,-165.715,-216.0589722,0.3,-0.1,10.4,-0.6,0
733793.625,-96.2,92.1,-157.4918889,-208.1108056,0.2,0,10.2,0.3,0
733793.6667,-100.9,113,-152.73025,-204.4356389,0.2,0,10,0.9,0
733793.7083,-100.7,113.7,-150.1968056,-203.5523056,0.2,0,9.9,1.4,0
733793.75,-99.5,79.9,-149.7260833,-205.5768333,0.2,0,9.7,1.8,0
733793.7917,-99.4,41.4,-161.3016944,-226.8900278,0.2,0.1,9.7,2.3,0
733793.8333,-103.3,4.1,-162.1344167,-231.2771667,0.2,0.1,9.6,2.6,0
733793.875,-101.3,0,-163.8562778,-237.0988333,0.2,0.1,9.7,2.8,0
733793.9167,-107.6,0,-167.2732778,-244.9605,0.2,0.1,10,4.4,0
733793.9583,-105,0,-170.6702222,-252.1245278,0.2,0.1,10,4.2,0
733794,-103,0,-172.8420278,-256.8191389,0.3,0.1,10,3.8,0
733794.0417,-103.7,0,-173.0493889,-258.2978611,0.3,0.1,9.9,3.5,0
733794.0833,-106.7,0,-172.6958889,-258.6132222,0.3,0,9.9,3.3,0
733794.125,-110.8,0,-172.6851111,-259.2186389,0.3,0,9.8,3.1,0
733794.1667,-113.9,0,-172.7930556,-260.2678889,0.3,0,9.7,2.8,0
733794.2083,-111.2,0,-174.9926667,-264.5403611,0.3,0,9.8,2.6,0
733794.25,-107,0,-177.6003056,-269.5315556,0.3,0,10,2.5,0
733794.2917,-115,0,-171.2307222,-265.5432222,0.2,0.1,10.2,2.4,0
733794.3333,-117.9,0,-175.8554444,-274.3723056,0.3,0.1,10.5,2.3,0
733794.375,-114.6,0,-181.7951389,-282.8594444,0.3,0.1,10.6,2.3,0
733794.4167,-119.4,0,-184.9899444,-284.7215556,0.3,0.1,11.3,4,0
733794.4583,-113.2,0,-185.1542778,-279.8306667,0.3,0.1,11.4,3.8,0
733794.5,-111,0,-182.01175,-270.0464167,0.3,0.1,11,3.4,0
